Model,MDO3104
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-05,
Horizontal Delay,-2.18e-05,
Sample Interval,2e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,500
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,250
Vertical Position,-0.66,-0.66
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.087000e-04,0.0126563,8.94531
-1.086800e-04,0.0215625,7.46094
-1.086600e-04,0.0175,7.10938
-1.086400e-04,0.0190625,6.21094
-1.086200e-04,0.0190625,8.71094
-1.086000e-04,0.0157812,4.14062
-1.085800e-04,0.00828125,4.88281
-1.085600e-04,0.0065625,5.85938
-1.085400e-04,0.006875,8.00781
-1.085200e-04,0.00984375,5.78125
-1.085000e-04,0.0145312,7.42188
-1.084800e-04,0.00296875,4.84375
-1.084600e-04,0.0157812,6.40625
-1.084400e-04,0.0210938,6.17188
-1.084200e-04,0.0153125,4.49219
-1.084000e-04,0.0053125,7.57812
-1.083800e-04,0.015,5.66406
-1.083600e-04,0.00796875,7.89062
-1.083400e-04,0.0139063,6.79688
-1.083200e-04,0.0096875,8.59375
-1.083000e-04,0.01375,6.05469
-1.082800e-04,0.0154688,5.19531
-1.082600e-04,0.0103125,6.40625
-1.082400e-04,0.0146875,6.99219
-1.082200e-04,0.0132813,6.36719
-1.082000e-04,0.01875,5.15625
-1.081800e-04,0.015625,4.60938
-1.081600e-04,0.0090625,6.01562
-1.081400e-04,0.013125,8.125
-1.081200e-04,0.0075,5.85938
-1.081000e-04,0.0160938,8.16406
-1.080800e-04,0.0096875,6.28906
-1.080600e-04,0.0129687,4.60938
-1.080400e-04,0.0159375,6.01562
-1.080200e-04,0.0132813,6.83594
-1.080000e-04,0.0148438,5.78125
-1.079800e-04,0.0175,6.75781
-1.079600e-04,0.0159375,4.72656
-1.079400e-04,0.0126563,4.80469
-1.079200e-04,0.0165625,6.875
-1.079000e-04,0.0140625,5.27344
-1.078800e-04,0.00875,6.5625
-1.078600e-04,0.01375,6.32812
-1.078400e-04,0.0154688,4.96094
-1.078200e-04,0.010625,8.00781
-1.078000e-04,0.015625,8.20312
-1.077800e-04,0.0075,7.03125
-1.077600e-04,0.0117188,6.75781
-1.077400e-04,0.0153125,6.32812
-1.077200e-04,0.010625,5.78125
-1.077000e-04,0.0159375,7.34375
-1.076800e-04,0.0129687,7.30469
-1.076600e-04,0.0179687,5.70312
-1.076400e-04,0.015625,4.96094
-1.076200e-04,0.0109375,7.85156
-1.076000e-04,0.016875,6.32812
-1.075800e-04,0.0140625,5.89844
-1.075600e-04,0.0179687,5.97656
-1.075400e-04,0.0145312,5.27344
-1.075200e-04,0.0225,4.57031
-1.075000e-04,0.015625,7.46094
-1.074800e-04,0.00765625,8.75
-1.074600e-04,0.0140625,5.66406
-1.074400e-04,0.0176563,6.71875
-1.074200e-04,0.0207812,7.96875
-1.074000e-04,0.01375,5.78125
-1.073800e-04,0.0170313,5.35156
-1.073600e-04,0.005,5.97656
-1.073400e-04,0.0114063,8.86719
-1.073200e-04,0.00765625,6.28906
-1.073000e-04,0.0129687,5.89844
-1.072800e-04,0.0184375,6.09375
-1.072600e-04,0.0134375,6.01562
-1.072400e-04,0.0115625,4.64844
-1.072200e-04,0.0221875,6.67969
-1.072000e-04,0.01625,7.42188
-1.071800e-04,0.0175,6.21094
-1.071600e-04,0.0123437,4.84375
-1.071400e-04,0.0096875,6.71875
-1.071200e-04,0.0148438,7.22656
-1.071000e-04,0.011875,6.05469
-1.070800e-04,0.0123437,8.28125
-1.070600e-04,0.0226563,8.94531
-1.070400e-04,0.00890625,5.15625
-1.070200e-04,0.0145312,4.41406
-1.070000e-04,0.0151562,8.04688
-1.069800e-04,0.014375,4.57031
-1.069600e-04,0.0153125,6.67969
-1.069400e-04,0.01625,6.17188
-1.069200e-04,0.0148438,6.13281
-1.069000e-04,0.015,7.42188
-1.068800e-04,0.0129687,5.9375
-1.068600e-04,0.0114063,5.85938
-1.068400e-04,0.0132813,6.875
-1.068200e-04,0.0176563,6.44531
-1.068000e-04,0.0145312,7.69531
-1.067800e-04,0.0179687,6.36719
-1.067600e-04,0.0110938,8.86719
-1.067400e-04,0.0215625,6.05469
-1.067200e-04,0.0176563,7.53906
-1.067000e-04,0.0104688,6.36719
-1.066800e-04,0.0126563,6.05469
-1.066600e-04,0.0128125,5.85938
-1.066400e-04,0.0126563,7.42188
-1.066200e-04,0.0120313,6.75781
-1.066000e-04,0.0182813,5.07812
-1.065800e-04,0.0173437,9.10156
-1.065600e-04,0.0114063,5.19531
-1.065400e-04,0.0151562,6.60156
-1.065200e-04,0.0101562,7.03125
-1.065000e-04,0.0104688,6.32812
-1.064800e-04,0.0209375,5.3125
-1.064600e-04,0.0123437,7.03125
-1.064400e-04,0.009375,7.10938
-1.064200e-04,0.0176563,5.15625
-1.064000e-04,0.0121875,6.75781
-1.063800e-04,0.01875,5.97656
-1.063600e-04,0.006875,5.85938
-1.063400e-04,0.00921875,6.75781
-1.063200e-04,0.009375,4.96094
-1.063000e-04,0.0117188,6.40625
-1.062800e-04,0.02125,8.125
-1.062600e-04,0.0173437,7.10938
-1.062400e-04,0.0117188,7.96875
-1.062200e-04,0.00578125,7.03125
-1.062000e-04,0.00828125,5.15625
-1.061800e-04,0.0146875,6.28906
-1.061600e-04,0.0132813,7.03125
-1.061400e-04,0.0159375,4.92188
-1.061200e-04,0.0167188,8.08594
-1.061000e-04,0.0176563,5.85938
-1.060800e-04,0.0209375,6.48438
-1.060600e-04,0.019375,5.15625
-1.060400e-04,0.0104688,4.80469
-1.060200e-04,0.0159375,6.21094
-1.060000e-04,0.0173437,6.95312
-1.059800e-04,0.015,4.60938
-1.059600e-04,0.008125,6.5625
-1.059400e-04,0.01,5.74219
-1.059200e-04,0.015625,7.14844
-1.059000e-04,0.0164063,5.27344
-1.058800e-04,0.01625,5.85938
-1.058600e-04,0.01375,5.70312
-1.058400e-04,0.014375,6.32812
-1.058200e-04,0.011875,4.41406
-1.058000e-04,0.014375,6.91406
-1.057800e-04,0.019375,7.85156
-1.057600e-04,0.0178125,7.34375
-1.057400e-04,0.0096875,6.09375
-1.057200e-04,0.0128125,6.5625
-1.057000e-04,0.0154688,5.46875
-1.056800e-04,0.0114063,6.52344
-1.056600e-04,0.0125,7.10938
-1.056400e-04,0.00421875,6.40625
-1.056200e-04,0.0107812,6.67969
-1.056000e-04,0.0078125,6.05469
-1.055800e-04,0.00953125,4.80469
-1.055600e-04,0.0132813,6.79688
-1.055400e-04,0.0115625,6.48438
-1.055200e-04,0.00890625,6.5625
-1.055000e-04,0.00734375,4.17969
-1.054800e-04,0.0117188,6.99219
-1.054600e-04,0.0190625,7.03125
-1.054400e-04,0.0153125,6.71875
-1.054200e-04,0.004375,5.11719
-1.054000e-04,0.0084375,7.10938
-1.053800e-04,0.0114063,6.79688
-1.053600e-04,0.015625,7.38281
-1.053400e-04,0.0109375,7.73438
-1.053200e-04,0.009375,6.32812
-1.053000e-04,0.0101562,4.29688
-1.052800e-04,0.0190625,6.67969
-1.052600e-04,0.00578125,5.625
-1.052400e-04,0.0173437,7.96875
-1.052200e-04,0.0101562,4.92188
-1.052000e-04,0.00546875,7.85156
-1.051800e-04,0.02,6.60156
-1.051600e-04,0.01625,4.49219
-1.051400e-04,0.010625,6.09375
-1.051200e-04,0.00515625,7.38281
-1.051000e-04,0.0132813,6.5625
-1.050800e-04,0.0153125,8.04688
-1.050600e-04,0.0120313,7.57812
-1.050400e-04,0.0157812,7.03125
-1.050200e-04,0.0184375,4.72656
-1.050000e-04,0.0210938,6.83594
-1.049800e-04,0.0179687,5.50781
-1.049600e-04,0.009375,7.03125
-1.049400e-04,0.015625,5.625
-1.049200e-04,0.0132813,7.96875
-1.049000e-04,0.0121875,7.26562
-1.048800e-04,0.0192188,7.92969
-1.048600e-04,0.0190625,7.26562
-1.048400e-04,0.0146875,5.58594
-1.048200e-04,0.01,6.40625
-1.048000e-04,0.0126563,5.3125
-1.047800e-04,0.0173437,6.21094
-1.047600e-04,0.0125,6.83594
-1.047400e-04,0.018125,5.66406
-1.047200e-04,0.0179687,7.42188
-1.047000e-04,0.0189063,8.94531
-1.046800e-04,0.0104688,6.44531
-1.046600e-04,0.0139063,6.75781
-1.046400e-04,0.0075,6.83594
-1.046200e-04,0.0132813,5.97656
-1.046000e-04,0.011875,6.32812
-1.045800e-04,0.0165625,6.28906
-1.045600e-04,0.0223437,6.21094
-1.045400e-04,0.00984375,8.86719
-1.045200e-04,0.0134375,5.74219
-1.045000e-04,0.0071875,5.66406
-1.044800e-04,0.016875,6.05469
-1.044600e-04,0.010625,7.38281
-1.044400e-04,0.0151562,6.21094
-1.044200e-04,0.0117188,6.28906
-1.044000e-04,0.0096875,7.53906
-1.043800e-04,0.0120313,6.67969
-1.043600e-04,0.0129687,9.14062
-1.043400e-04,0.0240625,6.40625
-1.043200e-04,0.0134375,8.00781
-1.043000e-04,0.01375,7.07031
-1.042800e-04,0.0132813,6.83594
-1.042600e-04,0.0075,7.89062
-1.042400e-04,0.0096875,4.60938
-1.042200e-04,0.0096875,5.82031
-1.042000e-04,0.0171875,4.29688
-1.041800e-04,0.0182813,5.46875
-1.041600e-04,0.00984375,6.60156
-1.041400e-04,0.0101562,7.10938
-1.041200e-04,0.0140625,5.78125
-1.041000e-04,0.00984375,7.30469
-1.040800e-04,0.008125,8.00781
-1.040600e-04,0.01375,7.10938
-1.040400e-04,0.015,5.3125
-1.040200e-04,0.00875,4.0625
-1.040000e-04,0.011875,8.71094
-1.039800e-04,0.0135938,4.57031
-1.039600e-04,0.0148438,6.79688
-1.039400e-04,0.01125,6.28906
-1.039200e-04,0.0140625,6.71875
-1.039000e-04,0.0146875,5.9375
-1.038800e-04,0.0145312,5.89844
-1.038600e-04,0.015625,4.72656
-1.038400e-04,0.0132813,8.67188
-1.038200e-04,0.01375,6.25
-1.038000e-04,0.0170313,5.39062
-1.037800e-04,0.0121875,6.75781
-1.037600e-04,0.0129687,6.13281
-1.037400e-04,0.0146875,4.92188
-1.037200e-04,0.0173437,7.22656
-1.037000e-04,0.0204688,5.97656
-1.036800e-04,0.006875,6.83594
-1.036600e-04,0.0107812,7.46094
-1.036400e-04,0.02,8.4375
-1.036200e-04,0.00890625,6.64062
-1.036000e-04,0.0157812,7.61719
-1.035800e-04,0.005625,6.875
-1.035600e-04,0.0201562,6.67969
-1.035400e-04,0.0178125,5.19531
-1.035200e-04,0.0145312,7.92969
-1.035000e-04,0.00921875,7.10938
-1.034800e-04,0.014375,7.46094
-1.034600e-04,0.0090625,8.86719
-1.034400e-04,0.0175,7.26562
-1.034200e-04,0.0135938,6.17188
-1.034000e-04,0.0115625,5.82031
-1.033800e-04,0.0171875,6.32812
-1.033600e-04,0.0129687,6.71875
-1.033400e-04,0.0259375,5.15625
-1.033200e-04,0.0142188,5.54688
-1.033000e-04,0.0115625,5.11719
-1.032800e-04,0.0065625,7.03125
-1.032600e-04,0.0109375,4.53125
-1.032400e-04,0.0220313,4.96094
-1.032200e-04,0.0117188,7.92969
-1.032000e-04,0.00828125,9.80469
-1.031800e-04,0.011875,6.99219
-1.031600e-04,0.0135938,5.3125
-1.031400e-04,0.00734375,4.49219
-1.031200e-04,0.0090625,8.39844
-1.031000e-04,0.010625,5.82031
-1.030800e-04,0.015,9.375
-1.030600e-04,0.0245313,7.1875
-1.030400e-04,0.0190625,5.54688
-1.030200e-04,0.01375,8.08594
-1.030000e-04,0.0040625,7.5
-1.029800e-04,0.005625,8.00781
-1.029600e-04,0.0171875,7.26562
-1.029400e-04,0.009375,5.11719
-1.029200e-04,0.0134375,6.01562
-1.029000e-04,0.0125,9.53125
-1.028800e-04,0.0117188,6.05469
-1.028600e-04,0.0078125,4.88281
-1.028400e-04,0.009375,6.83594
-1.028200e-04,0.0128125,7.10938
-1.028000e-04,0.0129687,6.48438
-1.027800e-04,0.00953125,5.74219
-1.027600e-04,0.0184375,6.25
-1.027400e-04,0.00921875,7.96875
-1.027200e-04,0.00875,6.25
-1.027000e-04,0.011875,8.82812
-1.026800e-04,0.0165625,5.625
-1.026600e-04,0.0160938,6.99219
-1.026400e-04,0.0142188,6.95312
-1.026200e-04,0.0114063,8.32031
-1.026000e-04,0.0221875,7.42188
-1.025800e-04,0.0146875,8.51562
-1.025600e-04,0.01125,6.05469
-1.025400e-04,0.0154688,5.9375
-1.025200e-04,0.0220313,6.5625
-1.025000e-04,0.0203125,6.21094
-1.024800e-04,0.0148438,7.26562
-1.024600e-04,0.00390625,5.82031
-1.024400e-04,0.0185937,5.19531
-1.024200e-04,0.00953125,4.60938
-1.024000e-04,0.0204688,6.48438
-1.023800e-04,0.0139063,5.97656
-1.023600e-04,0.0189063,5.50781
-1.023400e-04,0.0134375,6.13281
-1.023200e-04,0.0125,7.10938
-1.023000e-04,0.009375,6.83594
-1.022800e-04,0.0120313,7.30469
-1.022600e-04,0.0210938,6.21094
-1.022400e-04,0.015625,8.4375
-1.022200e-04,0.0084375,7.69531
-1.022000e-04,0.0165625,7.69531
-1.021800e-04,0.0195312,3.86719
-1.021600e-04,0.0123437,7.38281
-1.021400e-04,0.0065625,6.32812
-1.021200e-04,0.009375,7.03125
-1.021000e-04,0.0110938,5.03906
-1.020800e-04,0.0104688,5.85938
-1.020600e-04,0.0104688,5.97656
-1.020400e-04,0.0125,5.3125
-1.020200e-04,0.01625,6.5625
-1.020000e-04,0.01375,6.25
-1.019800e-04,0.00984375,5
-1.019600e-04,0.0154688,6.83594
-1.019400e-04,0.013125,4.6875
-1.019200e-04,0.0173437,8.125
-1.019000e-04,0.010625,6.36719
-1.018800e-04,0.0090625,5.54688
-1.018600e-04,0.010625,6.95312
-1.018400e-04,0.0103125,6.28906
-1.018200e-04,0.0151562,6.99219
-1.018000e-04,0.0159375,5.97656
-1.017800e-04,0.0198438,5.19531
-1.017600e-04,0.011875,8.39844
-1.017400e-04,0.0167188,5.82031
-1.017200e-04,0.0117188,5.23438
-1.017000e-04,0.01375,6.67969
-1.016800e-04,0.0109375,8.00781
-1.016600e-04,0.0151562,5.15625
-1.016400e-04,0.0103125,3.4375
-1.016200e-04,0.0145312,3.75
-1.016000e-04,0.0117188,7.38281
-1.015800e-04,0.01125,7.69531
-1.015600e-04,0.0109375,5.3125
-1.015400e-04,0.00796875,6.75781
-1.015200e-04,0.008125,5.97656
-1.015000e-04,0.019375,6.17188
-1.014800e-04,0.020625,6.75781
-1.014600e-04,0.0135938,5.35156
-1.014400e-04,0.00546875,6.17188
-1.014200e-04,0.00921875,6.91406
-1.014000e-04,0.01625,5.82031
-1.013800e-04,0.0129687,5.46875
-1.013600e-04,0.0003125,4.25781
-1.013400e-04,0.0135938,3.24219
-1.013200e-04,0.0165625,6.17188
-1.013000e-04,0.01625,6.44531
-1.012800e-04,0.00984375,6.71875
-1.012600e-04,0.0170313,6.95312
-1.012400e-04,0.0126563,8.75
-1.012200e-04,0.0165625,6.5625
-1.012000e-04,0.0121875,5.74219
-1.011800e-04,0.0159375,5.70312
-1.011600e-04,0.015625,8.82812
-1.011400e-04,0.0125,7.5
-1.011200e-04,0.0114063,8.71094
-1.011000e-04,0.0103125,8.24219
-1.010800e-04,0.0126563,4.80469
-1.010600e-04,0.0201562,4.76562
-1.010400e-04,0.00953125,7.34375
-1.010200e-04,0.00828125,7.92969
-1.010000e-04,0.0103125,6.40625
-1.009800e-04,0.0146875,6.25
-1.009600e-04,0.0115625,9.375
-1.009400e-04,0.0117188,8.24219
-1.009200e-04,0.0129687,5
-1.009000e-04,0.0140625,7.5
-1.008800e-04,0.0164063,5.58594
-1.008600e-04,0.013125,10
-1.008400e-04,0.0190625,7.5
-1.008200e-04,0.0148438,7.26562
-1.008000e-04,0.00390625,7.34375
-1.007800e-04,0.00953125,6.71875
-1.007600e-04,0.008125,8.08594
-1.007400e-04,0.0151562,5.3125
-1.007200e-04,0.0204688,8.04688
-1.007000e-04,0.02,4.33594
-1.006800e-04,0.0117188,7.57812
-1.006600e-04,0.0165625,6.36719
-1.006400e-04,0.0159375,5.27344
-1.006200e-04,0.0153125,7.34375
-1.006000e-04,0.009375,6.32812
-1.005800e-04,0.0078125,6.44531
-1.005600e-04,0.0148438,6.64062
-1.005400e-04,0.0148438,6.40625
-1.005200e-04,0.0101562,8.67188
-1.005000e-04,0.016875,6.21094
-1.004800e-04,0.0195312,5.42969
-1.004600e-04,0.0075,7.61719
-1.004400e-04,0.0115625,5.35156
-1.004200e-04,0.0125,6.60156
-1.004000e-04,0.0165625,5.50781
-1.003800e-04,0.00984375,5.19531
-1.003600e-04,0.00453125,6.52344
-1.003400e-04,0.00859375,7.73438
-1.003200e-04,0.0176563,5.85938
-1.003000e-04,0.0184375,6.75781
-1.002800e-04,0.0115625,6.95312
-1.002600e-04,0.0103125,5.3125
-1.002400e-04,0.00875,8.00781
-1.002200e-04,0.0182813,5.85938
-1.002000e-04,0.0117188,6.875
-1.001800e-04,0.0151562,8.00781
-1.001600e-04,0.0110938,6.52344
-1.001400e-04,0.00828125,7.46094
-1.001200e-04,0.01625,6.875
-1.001000e-04,0.01375,6.09375
-1.000800e-04,0.01375,5.54688
-1.000600e-04,0.00765625,6.71875
-1.000400e-04,0.0148438,5.46875
-1.000200e-04,0.001875,7.42188
-1.000000e-04,0.0110938,6.99219
-9.998000e-05,0.00890625,5.85938
-9.996000e-05,0.0115625,7.73438
-9.994000e-05,0.0128125,5.42969
-9.992000e-05,0.0142188,8.20312
-9.990000e-05,0.01375,5.15625
-9.988000e-05,0.0123437,7.5
-9.986000e-05,0.0128125,5.35156
-9.984000e-05,0.01,6.875
-9.982000e-05,0.0189063,6.83594
-9.980000e-05,0.0151562,6.75781
-9.978000e-05,0.0148438,6.91406
-9.976000e-05,0.0173437,9.57031
-9.974000e-05,0.0135938,7.38281
-9.972000e-05,0.0176563,7.96875
-9.970000e-05,0.0129687,6.01562
-9.968000e-05,0.013125,6.36719
-9.966000e-05,0.0151562,7.22656
-9.964000e-05,0.0117188,8.63281
-9.962000e-05,0.0151562,6.36719
-9.960000e-05,0.0201562,8.86719
-9.958000e-05,0.0101562,9.21875
-9.956000e-05,0.00734375,7.73438
-9.954000e-05,0.0170313,7.34375
-9.952000e-05,0.0103125,6.71875
-9.950000e-05,0.00703125,7.69531
-9.948000e-05,0.0221875,7.57812
-9.946000e-05,0.0107812,7.53906
-9.944000e-05,0.0128125,7.34375
-9.942000e-05,0.0134375,7.5
-9.940000e-05,0.0226563,7.30469
-9.938000e-05,0.018125,6.01562
-9.936000e-05,0.0198438,5.625
-9.934000e-05,0.0173437,8.32031
-9.932000e-05,0.0103125,8.4375
-9.930000e-05,0.01125,6.99219
-9.928000e-05,0.0139063,8.39844
-9.926000e-05,0.010625,7.53906
-9.924000e-05,0.0140625,5.19531
-9.922000e-05,0.0148438,6.5625
-9.920000e-05,0.0128125,6.99219
-9.918000e-05,0.0160938,8.94531
-9.916000e-05,0.015625,7.1875
-9.914000e-05,0.0121875,6.28906
-9.912000e-05,0.0075,5.39062
-9.910000e-05,0.0210938,5.19531
-9.908000e-05,0.0132813,7.30469
-9.906000e-05,0.011875,5.66406
-9.904000e-05,0.011875,7.53906
-9.902000e-05,0.0196875,4.64844
-9.900000e-05,0.0117188,5.35156
-9.898000e-05,0.0109375,7.14844
-9.896000e-05,0.0114063,7.53906
-9.894000e-05,0.0084375,6.01562
-9.892000e-05,0.01375,8.08594
-9.890000e-05,0.0148438,8.16406
-9.888000e-05,0.0103125,5.46875
-9.886000e-05,0.0221875,7.65625
-9.884000e-05,0.0196875,5.66406
-9.882000e-05,0.0128125,5.70312
-9.880000e-05,0.0232813,6.75781
-9.878000e-05,0.0182813,5
-9.876000e-05,0.00828125,6.71875
-9.874000e-05,0.0139063,8.35938
-9.872000e-05,0.00703125,9.60938
-9.870000e-05,0.01875,7.1875
-9.868000e-05,0.0114063,8.51562
-9.866000e-05,0.0139063,5.42969
-9.864000e-05,0.0140625,7.69531
-9.862000e-05,0.0182813,3.59375
-9.860000e-05,0.0120313,7.46094
-9.858000e-05,0.0253125,5.35156
-9.856000e-05,0.0129687,6.13281
-9.854000e-05,0.0126563,6.79688
-9.852000e-05,0.02125,5.11719
-9.850000e-05,0.01125,9.02344
-9.848000e-05,0.00625,4.96094
-9.846000e-05,0.0189063,5.50781
-9.844000e-05,0.0148438,6.60156
-9.842000e-05,0.0121875,4.41406
-9.840000e-05,0.0110938,5.85938
-9.838000e-05,0.01125,6.64062
-9.836000e-05,0.0209375,4.76562
-9.834000e-05,0.02,6.5625
-9.832000e-05,0.0123437,6.05469
-9.830000e-05,0.01875,7.07031
-9.828000e-05,0.0075,5.78125
-9.826000e-05,0.00703125,7.26562
-9.824000e-05,0.01625,5.82031
-9.822000e-05,0.015,5.42969
-9.820000e-05,0.0148438,7.07031
-9.818000e-05,0.00859375,6.79688
-9.816000e-05,0.013125,8.00781
-9.814000e-05,0.0140625,5.50781
-9.812000e-05,0.0214063,6.67969
-9.810000e-05,0.0096875,3.71094
-9.808000e-05,0.0114063,5.50781
-9.806000e-05,0.0084375,5.9375
-9.804000e-05,0.01625,7.89062
-9.802000e-05,0.00953125,4.64844
-9.800000e-05,0.0153125,7.1875
-9.798000e-05,0.0132813,5.3125
-9.796000e-05,0.005625,6.48438
-9.794000e-05,0.0195312,6.67969
-9.792000e-05,0.0151562,6.91406
-9.790000e-05,0.005625,4.21875
-9.788000e-05,0.0140625,5.54688
-9.786000e-05,0.0189063,6.99219
-9.784000e-05,0.00875,6.36719
-9.782000e-05,0.010625,7.22656
-9.780000e-05,0.0154688,6.21094
-9.778000e-05,0.0210938,5.3125
-9.776000e-05,0.0182813,7.61719
-9.774000e-05,0.0135938,6.67969
-9.772000e-05,0.016875,6.60156
-9.770000e-05,0.0146875,6.79688
-9.768000e-05,0.01375,7.85156
-9.766000e-05,0.01375,6.83594
-9.764000e-05,0.0121875,4.10156
-9.762000e-05,0.0139063,5.35156
-9.760000e-05,0.01125,3.82812
-9.758000e-05,0.0125,6.52344
-9.756000e-05,0.0107812,6.44531
-9.754000e-05,0.0123437,5.54688
-9.752000e-05,0.0123437,8.125
-9.750000e-05,0.0142188,6.60156
-9.748000e-05,0.00828125,6.875
-9.746000e-05,0.0117188,7.10938
-9.744000e-05,0.0153125,4.10156
-9.742000e-05,0.015625,6.17188
-9.740000e-05,0.0189063,9.17969
-9.738000e-05,0.0240625,13.8281
-9.736000e-05,0.0295313,18.0078
-9.734000e-05,0.0390625,21.7969
-9.732000e-05,0.0604688,32.1875
-9.730000e-05,0.0754687,42.8906
-9.728000e-05,0.0907813,52.3047
-9.726000e-05,0.0809375,56.6797
-9.724000e-05,0.0670312,55.1172
-9.722000e-05,0.0428125,51.6406
-9.720000e-05,0.0242188,50.0391
-9.718000e-05,0.0160938,50.2734
-9.716000e-05,0.011875,45.5469
-9.714000e-05,-0.01125,44.7266
-9.712000e-05,-0.0075,46.0156
-9.710000e-05,0.00359375,41.1328
-9.708000e-05,0.0153125,42.8516
-9.706000e-05,0.0164063,38.2812
-9.704000e-05,0.0228125,36.9141
-9.702000e-05,0.0148438,33.9062
-9.700000e-05,0.015,33.6719
-9.698000e-05,0.011875,30.7031
-9.696000e-05,0.0090625,32.4219
-9.694000e-05,0.0134375,38.9062
-9.692000e-05,0.0239063,42.1094
-9.690000e-05,0.045,54.9609
-9.688000e-05,0.0829688,72.0703
-9.686000e-05,0.149531,91.4844
-9.684000e-05,0.214219,114.922
-9.682000e-05,0.275156,137.93
-9.680000e-05,0.279688,154.883
-9.678000e-05,0.2525,165.039
-9.676000e-05,0.224688,178.906
-9.674000e-05,0.182188,185.352
-9.672000e-05,0.134844,187.461
-9.670000e-05,0.0909375,188.477
-9.668000e-05,0.0620312,184.531
-9.666000e-05,0.0503125,181.602
-9.664000e-05,0.0404688,176.992
-9.662000e-05,0.0589063,176.133
-9.660000e-05,0.0728125,177.656
-9.658000e-05,0.0995313,174.297
-9.656000e-05,0.119531,176.641
-9.654000e-05,0.142969,181.953
-9.652000e-05,0.148594,185.391
-9.650000e-05,0.138594,189.375
-9.648000e-05,0.101719,191.289
-9.646000e-05,0.0621875,193.125
-9.644000e-05,0.0140625,192.422
-9.642000e-05,-0.0209375,191.523
-9.640000e-05,-0.0473438,184.062
-9.638000e-05,-0.0632812,183.555
-9.636000e-05,-0.0590625,180.82
-9.634000e-05,-0.0479688,177.656
-9.632000e-05,-0.0329687,176.641
-9.630000e-05,-0.0135937,177.148
-9.628000e-05,0.00609375,180.703
-9.626000e-05,0.0184375,181.719
-9.624000e-05,0.0221875,182.5
-9.622000e-05,0.018125,183.75
-9.620000e-05,0.0235937,184.297
-9.618000e-05,0.03875,182.031
-9.616000e-05,0.0503125,181.445
-9.614000e-05,0.0492187,175.508
-9.612000e-05,0.0757813,176.289
-9.610000e-05,0.08375,174.57
-9.608000e-05,0.106875,172.344
-9.606000e-05,0.141094,174.648
-9.604000e-05,0.150156,178.359
-9.602000e-05,0.156719,178.438
-9.600000e-05,0.162031,183.164
-9.598000e-05,0.150625,184.141
-9.596000e-05,0.140625,185.039
-9.594000e-05,0.13,184.219
-9.592000e-05,0.120938,182.5
-9.590000e-05,0.107031,180.625
-9.588000e-05,0.104375,180.156
-9.586000e-05,0.100625,179.531
-9.584000e-05,0.104688,180.312
-9.582000e-05,0.109219,181.094
-9.580000e-05,0.1,180.82
-9.578000e-05,0.0971875,182.969
-9.576000e-05,0.0885938,184.18
-9.574000e-05,0.0795313,185.898
-9.572000e-05,0.0665625,188.242
-9.570000e-05,0.0428125,187.227
-9.568000e-05,0.02125,186.992
-9.566000e-05,0.02125,186.016
-9.564000e-05,0.0221875,183.125
-9.562000e-05,0.0132813,178.789
-9.560000e-05,0.0220313,178.945
-9.558000e-05,0.0539063,176.484
-9.556000e-05,0.0725,180.43
-9.554000e-05,0.0860937,176.484
-9.552000e-05,0.11,179.219
-9.550000e-05,0.129531,180.078
-9.548000e-05,0.134531,181.406
-9.546000e-05,0.145156,181.133
-9.544000e-05,0.139062,183.516
-9.542000e-05,0.136719,181.602
-9.540000e-05,0.143281,180.391
-9.538000e-05,0.139062,177.656
-9.536000e-05,0.14375,177.305
-9.534000e-05,0.143281,177.734
-9.532000e-05,0.152813,177.852
-9.530000e-05,0.165156,179.219
-9.528000e-05,0.170469,180.391
-9.526000e-05,0.179219,180.469
-9.524000e-05,0.169063,180.938
-9.522000e-05,0.172344,181.992
-9.520000e-05,0.163438,183.32
-9.518000e-05,0.137813,184.336
-9.516000e-05,0.136875,182.109
-9.514000e-05,0.1225,181.602
-9.512000e-05,0.112344,181.875
-9.510000e-05,0.110469,181.406
-9.508000e-05,0.0985938,183.633
-9.506000e-05,0.0920313,181.523
-9.504000e-05,0.0984375,180.43
-9.502000e-05,0.100313,182.734
-9.500000e-05,0.104063,179.492
-9.498000e-05,0.105938,180.664
-9.496000e-05,0.106406,183.281
-9.494000e-05,0.114063,183.672
-9.492000e-05,0.11375,182.93
-9.490000e-05,0.120938,182.422
-9.488000e-05,0.127969,182.344
-9.486000e-05,0.132344,181.094
-9.484000e-05,0.135938,178.281
-9.482000e-05,0.145313,179.219
-9.480000e-05,0.154531,181.172
-9.478000e-05,0.165469,179.453
-9.476000e-05,0.177969,178.945
-9.474000e-05,0.178906,179.102
-9.472000e-05,0.185,179.57
-9.470000e-05,0.190781,182.891
-9.468000e-05,0.197969,181.914
-9.466000e-05,0.185469,182.539
-9.464000e-05,0.192031,181.211
-9.462000e-05,0.182031,180.977
-9.460000e-05,0.182031,180.898
-9.458000e-05,0.181094,181.25
-9.456000e-05,0.18125,180.156
-9.454000e-05,0.175156,177.93
